Gene	Length
TMEM255B	7301
GAS6-AS1	7169
GAS6	6015
GAS6-DT	2009
RP11-199F6.4	724
LINC00454	2838
LINC00453	1570
LINC00452	3653
LINC00565	5940
C13orf46	3833
RASA3	4775
RASA3-IT1	380
CFAP97D2	2353
RP11-569D9.6	575
CDC16	3959
MIR548AR	57
MIR4502	81
RP11-569D9.7	1202
UPF3A	5755
CLCP2	421
CHAMP1	5615
LINC01054	514
RPL23AP97	471
5_8S_rRNA	911
RP11-754I20.1	734
RNU6-458P	107
RP11-754I20.3	1525
BNIP3P6	499
RP11-536C10.4	498
RP11-536C10.2	145
RP11-536C10.3	406
RP11-536C10.5	42
OR11H12	981
RP11-536C10.17	174
ARHGAP42P5	2936
LINC02297	1493
RP11-536C10.13	394
RP11-536C10.12	2254
RP11-536C10.16	563
RP11-536C10.11	1178
RP11-536C10.14	513
RP11-536C10.15	122
RPL22P20	377
RP11-536C10.10	1340
RP11-536C10.9	183
NF1P10	751
NEK2P1	1341
NF1P7	1530
MED15P1	1188
CTD-2311B13.1	871
CTD-2311B13.2	381
POTEM	6971
CTD-2311B13.5	2086
RNU6-1239P	107
CTD-2314B22.1	796
GRAMD4P4	1115
DUXAP9	4846
RP11-146E13.9	2144
RP11-146E13.4	7344
NBEAP5	693
RP11-146E13.5	1049
OR11H13P	979
RP11-496I2.7	517
RP11-496I2.8	117
CDRT15P13	1048
NBEAP6	647
RP11-496I2.2	2712
TOMM40P1	1050
DUXAP10	12311
BMS1P17	1130
CTD-2314B22.4	2144
LINC01297	4414
GRAMD4P3	1669
POTEG	2509
RP11-244H18.1	2566
RNU6-1268P	107
MED15P6	988
NF1P4	1681
RP11-597A11.11	636
CTD-2311B13.10	469
NF1P11	1282
RP11-244H18.4	1335
RP11-244H18.3	1837
RP11-536C10.22	120
RP11-536C10.20	411
RP11-536C10.21	515
RP11-597A11.3	1175
RP11-597A11.6	563
RP11-597A11.4	2268
RP11-597A11.2	1493
ARHGAP42P4	2934
RP11-536C10.19	172
OR11H2	1085
OR4N2	3699
OR11K2P	948
OR4Q3	2165
OR4H12P	907
OR4M1	3545
OR4N1P	949
OR4K6P	897
OR4K3	947
OR4K2	8694
OR4K4P	684
CTD-2335L22.6	554
OR4K5	972
OR4K1	1525
OR4K16P	1506
OR4K15	975
OR4Q2	2778
OR4K14	1245
OR4K13	5980
OR4U1P	912
OR4L1	939
RNA5SP380	98
OR4T1P	911
OR4K17	5068
OR4N5	2187
PSMB7P1	514
GTF2IP22	182
OR11G1P	968
OR11P1P	374
OR11G2	4413
OR11H5P	1325
OR11H6	993
OR11H7	945
OR11H4	1657
TTC5	9672
CTD-2292M16.8	3829
CTD-2292M16.7	748
CCNB1IP1	3680
RP11-203M5.10	1021
SNORA79B	148
SNORD126	77
RPPH1	638
PARP2	4062
RP11-203M5.2	468
TEP1	11400
RNA5SP382	112
KLHL33	5509
RP11-203M5.6	992
OSGEP	5031
RP11-203M5.7	478
APEX1	1886
PIP4P1	3694
PNP	4134
RP11-203M5.8	492
RNASE10	1200
PTCD2P1	1136
SETP1	845
RNASE9	2710
RP11-14J7.7	2467
RNASE11	1851
RP11-14J7.6	2769
RNASE12	631
RP11-14J7.1	348
OR6S1	996
ANG	1439
RNASE4	2154
RP11-903H12.5	1498
EGILA	915
RANBP20P	2104
EDDM3DP	434
EDDM3A	932
EDDM3B	919
RNASE6	844
RP11-219E7.1	294
RNASE1	1083
RP11-219E7.3	1027
RP11-219E7.2	764
RNASE3	734
RP11-219E7.4	351
RP11-84C10.3	449
RP11-84C10.2	337
RNASE2	720
RN7SL189P	289
RP11-84C10.1	578
METTL17	4246
RP11-84C10.4	1936
SLC39A2	1575
NDRG2	7550
MIR6717	73
TPPP2	2475
AL161668.5	593
RP11-998D10.1	492
RNASE13	1631
RNASE7	1409
RNASE8	634
ARHGEF40	8194
ZNF219	6663
TMEM253	2159
RP11-998D10.4	358
CKAP2P1	2049
RNU6-252P	107
OR5AU1	8409
SMARCE1P3	1231
CTD-2552B11.3	619
LINC00641	5715
HNRNPC	7309
RPGRIP1	5547
SUPT16H	6900
RP11-524O1.4	629
CHD8	20953
SNORD9	104
SNORD8	110
RP11-689J19.1	358
EIF4EBP1P1	341
RN7SL650P	299
RAB2B	3597
TOX4	7091
METTL3	5861
SALL2	5383
AE000658.22	472
RBBP4P5	1266
OR10G3	2640
AE000658.25	991
OR10G1P	944
UBE2NP1	458
TRAV1-1	392
OR10G2	1105
TRAV1-2	402
ARL6IP1P1	610
OR4E2	2855
OR4E1	3796
AE000658.30	198
TRAV2	348
AE000658.31	570
TRAV3	519
TRAV4	395
TRAV5	352
RPL4P1	1278
TRAV6	404
TRAV7	337
TRAV8-1	473
TRAV9-1	338
TRAV10	379
TRAV11	339
TRAV12-1	340
TRAV8-2	566
TRAV8-3	341
TRAV13-1	360
TRAV12-2	445
TRAV8-4	469
TRAV8-5	341
TRAV13-2	410
TRAV14DV4	425
TRAV9-2	394
TRAV15	249
AE000659.41	224
TRAV12-3	399
TRAV8-6	561
TRAV16	329
TRAV17	484
TRAV18	440
TRAV19	467
AE000660.4	3055
TRAV20	406
TRAV21	343
AE000660.21	358
TRAV22	464
TRAV23DV6	409
TRDV1	365
TRAV24	343
TRAV25	403
TRAV26-1	537
TRAV8-7	341
TRAV27	425
TRAV28	323
TRAV29DV5	469
TRAV30	337
TRAV31	342
TRAV32	340
TRAV33	338
AE000661.37	9092
TRAV26-2	327
TRAV34	349
TRAV35	330
TRAV36DV7	356
TRAV37	342
TRAV38-1	353
TRAV38-2DV8	395
TRAV39	331
TRAV40	317
TRAV41	336
AE000661.36	851
AE000661.50	844
TRDV2	520
TRDD1	8
TRDD2	9
TRDD3	13
TRDJ1	51
TRDJ4	48
TRDJ2	54
TRDJ3	59
TRDC	720
TRDV3	425
TRAJ61	60
TRAJ60	57
TRAJ59	54
TRAJ58	63
TRAJ57	63
TRAJ56	62
TRAJ55	57
TRAJ54	60
TRAJ53	66
TRAJ52	69
TRAJ51	63
TRAJ50	60
TRAJ49	56
TRAJ48	63
TRAJ47	57
TRAJ46	63
TRAJ45	66
TRAJ44	63
TRAJ43	54
TRAJ42	66
TRAJ41	62
TRAJ40	61
TRAJ39	63
TRAJ38	62
TRAJ37	65
TRAJ36	58
TRAJ35	59
TRAJ34	58
TRAJ33	57
TRAJ32	66
TRAJ31	57
TRAJ30	57
TRAJ29	60
TRAJ28	66
TRAJ27	59
TRAJ26	60
TRAJ25	60
TRAJ24	63
TRAJ23	63
TRAJ22	63
TRAJ21	55
TRAJ20	57
TRAJ19	60
TRAJ18	66
TRAJ17	63
TRAJ16	60
TRAJ14	52
TRAJ13	63
TRAJ12	60
TRAJ11	60
TRAJ10	64
TRAJ9	61
TRAJ8	60
TRAJ7	59
TRAJ6	62
TRAJ5	60
TRAJ4	63
TRAJ3	62
TRAJ2	66
TRAJ1	62
TRAC	978
LINC02332	386
AE000662.92	781
DAD1	761
CH17-302M23.1	2671
ABHD4	4070
OR6J1	4165
CTD-2555K7.1	438
CTD-2555K7.2	3254
OR6E1P	923
CTD-2555K7.3	767
ENSG10010139425.1	69
OXA1L	4498
SLC7A7	5131
MRPL52	3213
MMP14	4623
LRP10	7118
REM2	2240
RBM23	14022
PRMT5-AS1	3194
PRMT5	3276
RP11-298I3.1	1803
HAUS4	2539
RP11-298I3.5	835
MIR4707	80
AJUBA	5885
RP11-298I3.4	1462
C14orf93	4257
RP11-298I3.3	1625
PSMB5	1549
RP11-298I3.6	1135
PSMB11	1849
CDH24	3748
ACIN1	9110
C14orf119	2930
LMLN2	3229
CEBPE	1191
SLC7A8	5991
RNU6-1138P	106
RNF212B	2059
RP11-124D2.1	156
RNU6-1046P	107
HOMEZ	5549
H3P37	1947
PPP1R3E	5550
BCL2L2	4840
BCL2L2-PABPN1	2370
PABPN1	3686
SLC22A17	4278
EFS	3236
RP11-124D2.3	285
IL25	1367
CMTM5	2910
MYH6	7281
MIR208A	71
MYH7	6027
CTD-2201G16.1	207
MIR208B	77
NGDN	4653
ZFHX2-AS1	5097
ZFHX2	10242
RP11-66N24.7	1686
THTPA	2894
AP1G2	6897
RP11-66N24.3	3243
JPH4	5297
RP11-66N24.6	812
DHRS2	7527
RP11-388E23.2	3968
BRD7P1	1915
RP11-388E23.4	1013
RN7SKP205	307
RP11-388E23.3	472
RP11-76P17.3	809
LINC00596	937
DHRS4-AS1	8445
DHRS4	2157
DHRS4L2	2516
RP11-468E2.12	1382
RP11-76P17.4	2768
DHRS4L1	1272
CARMIL3	6657
CPNE6	5996
NRL	4554
PCK2	4177
DCAF11	6350
RP11-468E2.6	850
FITM1	1971
PSME1	1776
EMC9	1591
RP11-468E2.5	747
PSME2	3582
MIR7703	77
RNF31	5056
RP11-468E2.4	5574
RNA5SP383	120
IRF9	3582
REC8	3844
IPO4	4912
RP11-468E2.2	4351
RP11-468E2.13	1219
TM9SF1	3530
RP11-468E2.1	2740
RP11-468E2.10	658
RP11-468E2.11	1200
TSSK4	1925
CHMP4A	2342
AL136419.6	3045
MDP1	1066
NEDD8-MDP1	1051
NEDD8	3787
GMPR2	3619
TINF2	2712
TGM1	3735
RABGGTA	3417
RP11-934B9.8	331
RP11-934B9.9	1217
DHRS1	4949
NOP9	6045
CIDEB	3198
LTB4R2	3233
LTB4R	4465
ADCY4	8067
RP11-934B9.3	930
RIPK3	3229
NFATC4	8437
NYNRIN	7733
CBLN3	2692
KHNYN	8024
SDR39U1	3072
RP11-80A15.1	3267
CMA1	937
CTSG	1368
RP11-104E19.1	947
GZMH	951
GZMB	1411
STXBP6	8067
RP11-725L2.2	1676
RP11-725L2.1	1190
LINC02286	1005
HMGN2P6	273
OR7K1P	926
RP11-388G3.1	1042
LINC02306	3591
ENSG10010135637.1	65
RP11-314P15.1	2376
CTD-2216L14.1	4532
CYB5AP5	389
NOVA1	10328
RP11-483C6.1	1771
LINC02588	5122
RP11-384J4.2	5251
LINC02294	497
LINC02293	4209
RP11-626P14.3	716
MIR4307HG	3614
MIR4307	84
CTD-3006G17.2	1666
LINC00645	4532
MIR3171	74
BNIP3P1	1585
CTD-2591A6.2	508
RPL26P3	453
LINC02300	665
EIF4A1P12	141
BTF3P2	487
FOXG1-AS1	4522
LINC01551	11125
FOXG1	3491
LINC02282	2248
LINC02281	427
LINC02327	5391
RP11-30H9.1	1318
LINC02326	2242
RP11-148E17.1	7923
RNU6-864P	108
RP11-562L8.1	12384
RP11-260G13.1	1114
RP11-260G13.2	4968
RNU11-5P	129
PRKD1	5221
CTD-2503I6.1	551
RNU6-1234P	103
CTD-2305P23.1	1115
RP11-269C4.2	821
CTD-2251F13.1	1774
RP11-269C4.1	745
RP11-306B9.1	3008
G2E3-AS1	1669
ENSG10010136017.1	158
SYF2P1	413
G2E3	9319
SCFD1	29169
UBE2CP1	554
RP11-159L20.2	430
RPL12P5	392
RP11-829H16.1	201
RP11-829H16.2	425
COCH	4031
RP11-829H16.3	2819
STRN3	4965
HIGD1AP17	276
MIR624	97
RP11-829H16.5	351
AP4S1	10076
HECTD1	12557
RPL21P5	472
RNU6-541P	110
RP11-596D21.1	975
HEATR5A	10214
ATP5MC1P2	411
RP11-176H8.1	4422
CTD-2213F21.2	3752
DTD2	2967
CTD-2213F21.1	577
GPR33	1240
NUBPL	7590
CTD-2213F21.4	430
CTD-2213F21.3	288
RNU6-602P	105
RNU6-455P	107
RP11-159D23.2	1236
LINC02313	550
RP11-187E13.3	546
RP11-187E13.2	276
ARHGAP5-AS1	1848
ARHGAP5	10888
RP11-431H16.3	3938
RP11-431H16.4	1304
RNU6-7	107
RNU6-8	107
RP11-134E15.1	1570
KIAA1143P1	445
AKAP6	19726
RP11-320M16.2	928
RN7SL660P	299
MTCO1P2	703
RP11-340L3.1	3585
NPAS3	10811
RP11-1078I14.2	651
RP11-1078I14.1	526
EGLN3	7363
EGLN3-AS1	308
AL356806.3	916
SPTSSA	2662
RPL23AP71	469
EAPP	2021
RP11-671J11.5	671
RP11-671J11.7	1324
RNU1-27P	164
RNU1-28P	164
RP11-671J11.4	1137
SNX6	4083
RPS19P3	441
RNU6-1261P	104
RPL23AP8	475
CFL2	4942
RPL12P6	498
BAZ1A	7698
RNU7-41P	61
RP11-73E17.2	2117
SRP54-AS1	1531
RP11-73E17.3	142
IGBP1P1	1009
SRP54	8477
FAM177A1	8489
PPP2R3C	3863
RP11-85K15.3	2025
PRORP	6990
RP11-561B11.2	3857
RPL23AP70	460
SEPTIN7P1	1196
MRPL57P8	261
DPRXP3	573
RPL7AP3	472
RPL9P3	575
PSMA6	6506
RP11-561B11.3	624
RP11-561B11.1	949
NFKBIA	2371
DNAJC8P1	372
RP11-561B11.6	504
RPS3AP4	764
KRT18P6	1265
INSM2	2891
RALGAPA1	14255
ENSG10010137139.1	137
QRSL1P3	1316
RP11-317N8.5	2867
NUTF2P2	384
BRMS1L	3877
RP11-317N8.3	601
RP11-317N8.4	709
RP11-116N8.1	3431
RP11-116N8.2	549
ILF2P2	1117
RP11-116N8.4	886
LINC00609	583
PTCSC3	571
RP11-259K15.2	2286
RN7SKP21	220
MBIP	3423
RP11-964E11.3	2073
DPPA3P2	1219
RNU7-93P	61
SFTA3	4222
NKX2-1	3165
NKX2-1-AS1	1775
PHKBP2	708
RPL29P3	463
NKX2-8	1843
RN7SKP257	309
RP11-964E11.2	2613
PAX9	5682
SLC25A21	4757
RP11-81F13.1	526
RP11-81F13.2	554
MIR4503	83
RP11-537P22.2	828
SLC25A21-AS1	1924
RNU6-273P	96
MIPOL1	20250
RNU6-886P	105
RP11-356O9.2	532
RP11-356O9.1	738
FOXA1	4414
TTC6	8361
ENSG10010135511.1	137
RNU6-1277P	107
LINC00517	4125
CTD-2058B24.3	364
CTD-2058B24.2	1153
CTD-2142D14.1	531
SSTR1	4390
CLEC14A	2094
RP11-96D24.1	1865
RP11-14N4.1	844
KRT8P1	1207
LINC00639	9452
RP11-506K19.1	400
RP11-506K19.2	687
SEC23A	8660
RP11-545M17.2	201
SEC23A-AS1	500
PPIAP4	366
GEMIN2	2695
TRAPPC6B	4533
RP11-545M17.4	3154
RPL7AP2	740
RP11-407N17.4	530
PNN	4203
RP11-407N17.2	475
YTHDF2P1	1271
MIA2	10539
RP11-407N17.5	1359
GLRX5P3	478
COILP1	1699
FBXO33	3853
RP11-111A21.1	14138
RP11-1074O12.2	869
RP11-779M2.1	5098
LINC02315	1136
RP11-629F19.1	2449
RP11-354G16.1	379
CTD-2298J14.1	394
CTD-2298J14.2	4933
ENSG10010135788.1	129
LRFN5	6834
FKBP1BP1	325
RP11-313C4.1	318
CTD-2307P3.1	515
RP11-214N1.1	854
RP11-90P16.1	710
RP11-90P16.2	156
YWHAQP1	735
RP11-16O13.1	283
TUBBP3	874
HNRNPUP1	333
RP11-736L22.2	697
KRT8P2	944
RP11-557C9.3	121
ARHGAP16P	1548
LINC02307	826
EIF4BP1	351
RP11-305B6.1	552
YWHAZP1	722
RP11-99L13.2	268
LINC02277	704
FSCB	3135
RP11-163M18.1	1165
LINC02302	3009
DOCK11P1	5932
RP11-857B24.1	693
RP11-857B24.3	308
RRAGAP1	486
C14orf28	3884
RP11-857B24.5	360
KLHL28	8071
TOGARAM1	10292
CTD-3028N15.3	341
CTD-3028N15.1	849
PRPF39	4924
SNORD58	66
SNORD127	86
FKBP3	2263
FANCM	8478
MIS18BP1	6250
RNU6-552P	119
DNAJC19P9	351
RP11-454K7.3	1625
RP11-454K7.1	548
RP11-454K7.2	399
RP11-945F5.1	645
LINC02303	1144
LINC00871	1746
RPL10L	772
MDGA2	8877
ENSG10010136786.1	124
RPA2P1	721
RPL13AP2	530
RPS15AP3	389
MIR548Y	110
LINC00648	3253
RP11-476J6.1	276
RP11-10A2.1	614
RP11-1150C11.1	816
RP11-1150C11.2	512
RP11-2G1.3	327
RNU6-297P	107
RP11-2G1.1	873
RP11-2G1.2	1066
RPL18P1	552
RP11-737F10.1	234
RP11-816J8.1	522
ATP5MC2P2	418
RNA5SP384	116
RPS29	9840
RPL32P29	403
RN7SL1	299
LRR1	2295
RHOQP1	579
RP11-649E7.8	114
RPL36AL	676
MGAT2	2683
RP11-649E7.5	2469
DNAAF2	2977
RP11-649E7.7	401
POLE2	2955
STK16P1	525
RP11-831F12.4	173
RNU6ATAC30P	122
KLHDC1	3004
RP11-831F12.2	568
KLHDC2	6319
NEMF	9044
RNU6-539P	103
RN7SL3	299
RP11-596C23.6	2034
RN7SL2	300
RP11-596C23.2	1308
ARF6	3875
RNU6-189P	101
LINC01588	17590
MIR6076	113
PDLIM1P1	969
RP11-58E21.1	713
RN7SKP193	306
VCPKMT	2055
SOS2	6948
L2HGDH	6560
MIR4504	92
DMAC2L	4564
CDKL1	9288
RP11-247L20.4	446
RP11-247L20.3	501
MAP4K5	7580
RP11-406H23.2	502
RP11-406H23.5	824
ATL1	16489
SNRPGP1	222
SAV1	5605
RN7SL452P	291
RP11-248J18.2	668
ZFP64P1	1169
NIN	13820
RP11-248J18.3	496
RP11-286O18.1	392
RP11-286O18.2	2430
ENSG10010138275.1	88
RP11-218E20.2	174
PYGL	4546
ABHD12B	4551
RP11-218E20.5	535
RP11-218E20.3	4714
TRIM9	8945
RP11-1140I5.2	2690
RP11-1140I5.1	1131
TMX1	4608
LINC00519	1068
LINC00640	2519
RP11-255G12.2	813
LINC02310	572
SETP2	926
FRMD6-AS2	917
FRMD6	9416
RNU6-1291P	104
RP11-102G14.1	600
FRMD6-AS1	2229
RNA5SP385	110
RNU6-301P	107
RP11-280K24.1	448
OR7E105P	993
OR7E106P	1021
RP11-280K24.4	5982
OR7E159P	298
RP11-280K24.6	283
GNG2	6379
RP11-463J10.2	529
RP11-463J10.3	479
RP11-463J10.4	467
RTRAF	8287
NID2	6392
LINC02319	349
COX5AP2	394
RP11-1033H12.3	440
PTGDR	3048
RP11-452D12.1	1949
PTGER2	2465
TXNDC16	4733
GPR137C	6505
ERO1A	7549
RP11-841O20.2	581
PSMC6	7479
STYX	4983
GNPNAT1	4010
RP11-589M4.1	1426
RP11-589M4.5	6878
RP11-589M4.3	196
RP11-589M4.2	158
FERMT2	8463
RP11-589M4.4	760
RP11-368P15.5	1433
RP11-368P15.1	297
RP11-368P15.2	247
DDHD1	18377
RP11-368P15.3	366
RP11-547D23.1	1076
AL163953.3	14459
RP11-21A20.1	1156
AL163953.2	726
RPS3AP46	682
LINC02331	2312
AL138479.3	484
MIR5580	58
BMP4	3096
RP11-242G5.1	2032
ATP5F1CP1	895
CDKN3	1836
CNIH1	5019
RP11-794A8.1	385
GMFB	7796
CGRRF1	4547
SAMD4A	12333
RP11-724F15.2	1710
GCH1	2925
RNU6ATAC9P	116
MIR4308	81
FDPSP3	1013
WDHD1	6386
RPSAP13	875
SOCS4	7044
MAPK1IP1L	6974
LGALS3	2199
DLGAP5	3597
RP11-698F20.3	568
RP11-665C16.9	465
COX5AP1	459
RP11-665C16.6	1295
FBXO34	5580
RP11-665C16.1	348
CHMP4BP1	588
RP11-665C16.5	363
ATG14	5025
HMGN1P1	294
TBPL2	2407
RPL21P6	504
KTN1-AS1	8113
RPL7AP4	769
ABI1P1	1120
KTN1	17578
RP11-813I20.2	459
RPL13AP3	1541
LINC00520	3482
RP11-1012E15.2	4953
CTD-2588E21.1	675
PELI2	6240
RP11-930O11.2	517
RP11-930O11.3	557
LINC02284	4497
TMEM260	8072
RP11-624J12.1	2226
RP11-1085N6.2	461
RP11-1085N6.3	734
RP11-1085N6.1	321
RP11-1085N6.4	807
OTX2	3383
OTX2-AS1	3505
RP11-1085N6.5	2251
RN7SL461P	282
RNU6-1204P	107
RP11-1077A2.2	4598
RPL3P3	1213
RP11-613G13.1	1620
RP11-108M12.2	315
RP11-108M12.3	1577
EXOC5	12472
AP5M1	13019
RP11-932A10.3	2000
RP11-932A10.1	3965
NAA30	7642
CCDC198	4108
SLC35F4	4272
RP11-409I10.2	2013
CTD-2325K12.1	1322
RN7SKP99	307
RP11-999E24.3	981
ARMH4	7565
RP11-349A22.2	590
UBA52P3	382
RN7SL598P	294
RP11-349A22.3	305
ACTR10	4039
PSMA3	3107
CTD-2002H8.2	576
PSMA3-AS1	7409
HMGB1P14	591
LINC00216	1126
RNU6-341P	96
ARID4A	7449
RP11-517O13.3	399
TOMM20L	609
RP11-517O13.1	436
TIMM9	1416
KIAA0586	17733
HSBP1P1	166
HNRNPCP1	766
RPL9P5	471
DACT1	4584
LINC01500	6808
RP11-112J1.1	376
RP11-112J1.3	498
AKR1B1P5	934
PPIAP5	348
DAAM1	10712
GPR135	4977
L3HYPDH	3493
RP11-701B16.2	671
JKAMP	4350
CCDC175	3220
RTN1	6019
MIR5586	59
RP11-62H20.1	507
LRRC9	5372
RP11-16B13.1	572
PCNX4	22042
DHRS7	3249
SCOCP1	349
PSMA3P1	635
RPL17P2	451
CTD-2184C24.2	3154
PPM1A	11907
LINC02322	338
C14orf39	3431
RBM8B	525
GNRHR2P1	631
SALL4P7	3120
SIX6	2592
RP11-1042B17.3	868
RP11-1042B17.4	255
RP11-1042B17.1	288
RP11-1042B17.2	388
SALRNA1	2086
SIX1	5439
SIX4	6771
MNAT1	3877
MAD2L1P1	618
RP11-193F5.1	200
SRMP2	916
TRMT5	5514
RP11-193F5.4	195
RNU6-398P	109
SLC38A6	5147
PRKCH	8971
TMEM30B	4392
RP11-902B17.1	5694
RP11-47I22.4	779
RP11-47I22.1	4005
LINC01303	5188
RP11-47I22.3	2861
HIF1A-AS1	652
HIF1A	5151
HIF1A-AS3	1852
RP11-618G20.1	720
SNAPC1	2593
RP11-442G21.2	1922
SYT16	15237
COX4I1P1	509
RP11-355I22.5	322
RP11-355I22.2	3198
LINC00643	4637
LINC00644	295
RP11-355I22.8	1066
RP11-395B20.2	252
ATP5F1AP4	1605
KCNH5	12313
RP11-1112J20.2	1360
PARP1P2	195
RHOJ	4082
RP11-696D21.2	880
GPHB5	599
PPP2R5E	9184
ENSG10010136244.1	142
CTD-2302E22.4	1096
CTD-2302E22.1	351
GCATP1	1261
WDR89	3218
CTD-2302E22.2	283
HSPE1P2	306
RNU6-597P	102
RNU6-1162P	104
CTD-2302E22.6	1457
SGPP1	3336
EIF2S2P1	1227
RNU7-116P	62
SYNE2	32377
RP11-804M7.2	137
RPS28P1	187
ESR2	11938
MIR548H1	102
RP11-544I20.2	3351
TEX21P	3162
RP11-712C19.2	2071
RP11-712C19.1	246
MTHFD1	12208
CTD-2555O16.2	550
CTD-2555O16.4	1870
ZBTB25	12222
AKAP5	7512
ZBTB1	6336
RP11-973N13.4	1234
RP11-973N13.5	178
HSPA2	5504
PPP1R36	3076
RP11-973N13.3	432
NUP50P1	1402
PLEKHG3	12077
SPTB	14796
MIR7855	61
RPPH1-2P	293
CHURC1	5404
CHURC1-FNTB	2076
GPX2	1499
RAB15	4937
FNTB	3773
RP11-840I19.5	443
MAX	6257
MIR4706	82
RP11-840I19.3	1377
RNU2-14P	191
LINC02324	2623
CTD-2509G16.3	587
CTD-2509G16.5	1118
RPL21P7	483
CTD-2509G16.1	270
PTBP1P	1601
MIR4708	67
FUT8	6976
FUT8-AS1	1521
RPL21P8	535
MIR625	85
EIF1AXP2	413
NCOA4P1	1479
FTH1P13	520
CTD-2014B16.3	773
CTD-2014B16.5	481
YBX1P1	960
LINC02290	4509
RP11-72M17.1	6124
RP11-50H7.1	1643
CCDC196	2824
GPHN	6007
CTD-2560C21.1	487
RP11-862P13.1	514
FAM71D	4502
SF3B4P1	1266
MPP5	14825
RP11-125H8.3	2138
ATP6V1D	4247
EIF2S1	5320
PLEK2	1569
MIR5694	76
TMEM229B	6363
PLEKHH1	10828
PIGH	2907
RP11-643G16.3	619
RP11-643G16.4	1698
ARG2	2284
RP11-1012A1.11	3125
VTI1B	5768
COX7A2P1	315
RNA5SP386	107
RP11-1012A1.4	804
RDH11	5498
RDH12	2355
RN7SL369P	299
RPL21P9	474
ZFYVE26	15884
RP11-1012A1.10	156
RN7SL213P	317
RP11-1012A1.7	606
RAD51B	7477
CTD-2566J3.2	439
CTD-2566J3.1	537
RN7SL706P	292
RN7SL108P	297
RP11-204K16.1	801
PPIAP6	499
CTD-2325P2.5	3016
CTD-2325P2.4	279
CTD-2325P2.3	461
RPL12P7	494
CTD-2325P2.6	1863
RP11-723P16.4	3097
RNU6-921P	107
ZFP36L1	5160
MAGOH3P	447
BLZF2P	1130
ACTN1	14320
HMGN1P3	300
BANF1P1	263
ACTN1-AS1	936
RPS29P1	159
DCAF5	8295
DDX18P1	1992
RP11-817G13.3	494
RP11-363J20.1	2367
EXD2	6263
RP11-363J20.2	578
GALNT16	11462
CTD-2525P14.5	2299
ERH	1113
SLC39A9	7138
CTD-2525P14.6	1391
PLEKHD1	8097
RP11-1046B16.1	452
CCDC177	4182
RP11-1046B16.4	1327
SUSD6	5832
RP11-1046B16.3	527
SRSF5	5357
SLC10A1	2002
ENSG10010137313.1	129
SMOC1	4369
RPL7AP6	801
SLC8A3	8446
RP11-486O13.2	1109
RP11-486O13.5	2203
RP11-486O13.3	601
ADAM21P1	2311
RP11-718G2.5	2274
COX16	1917
SYNJ2BP-COX16	1404
RNU2-51P	197
SYNJ2BP	7057
ADAM21	3251
RP11-486O13.4	565
ADAM20P1	3733
RNU6-659P	104
ADAM20	2795
CTD-2540L5.9	1016
MED6	4219
CTD-2540L5.5	611
KRT18P7	1219
CTD-2540L5.6	2941
RN7SL77P	294
TTC9	5094
LINC01269	602
MAP3K9	12386
RP6-65G23.3	1718
RP6-65G23.5	284
RP1-292L20.2	586
RP1-292L20.3	455
PCNX1	16715
RP1-292L20.4	4683
RP5-1163L11.2	285
GTF3AP2	266
PTTG4P	352
RP6-91H8.3	2129
RP6-91H8.6	5304
RP6-91H8.2	651
RP6-91H8.1	721
RP6-91H8.5	3625
RP1-261D10.2	1158
SIPA1L1	12412
RP1-261D10.1	397
SNORD56B	71
RN7SL683P	270
RP5-1140G11.1	3093
RP4-816G1.2	832
RP6-114E22.1	2321
RGS6	8948
RP3-514A23.4	2308
MIR7843	79
RP3-514A23.2	654
DPF3	17947
RP11-182E21.1	2159
DCAF4	5536
RP1-146I3.1	319
RP11-109N23.6	289
RP11-109N23.1	364
ZFYVE1	5225
RN7SL586P	296
RP11-109N23.4	1000
RBM25	11764
RP11-109N23.5	511
PSEN1	9947
RP4-687K1.2	242
PAPLN	7699
RP4-647C14.2	3050
RNU6-419P	63
RP4-647C14.3	777
NUMB	9546
RP1-240K6.5	818
RP1-240K6.4	1412
RP1-240K6.3	2149
HEATR4	4209
RIOX1	2462
RP3-414A15.11	937
RP3-414A15.2	519
ACOT1	1686
NT5CP2	561
RP3-414A15.10	3777
ACOT2	2337
NT5CP1	509
RP3-414A15.12	2225
ACOT4	1465
ACOT6	1699
NDUFB8P1	545
DNAL1	8884
RNU6-240P	97
RP4-693M11.3	693
PNMA1	2602
MIDEAS	13484
MIR4505	73
RP5-1021I20.1	2178
LINC02274	1174
RP5-1021I20.7	90
PTGR2	6984
RP5-1021I20.4	3695
RP5-1021I20.8	2137
ZNF410	6496
RP5-1021I20.5	3953
RP5-1021I20.6	370
FAM161B	5087
COQ6	6686
ENTPD5	9842
RP4-592G7.5	75
BBOF1	4624
ALDH6A1	6682
LIN52	3692
RN7SL530P	298
RP5-892G5.2	235
VSX2	3018
ABCD4	8922
AC005519.4	1367
VRTN	3678
SUB1P2	297
RPS2P2	601
SYNDIG1L	2719
RP3-449M8.9	431
RP3-449M8.6	589
NPC2	2584
MIR4709	72
RAP1AP	451
ISCA2	3025
LTBP2	9078
CTD-2207P18.1	518
CTD-2207P18.2	717
AREL1	7805
RP11-173A8.2	542
ENSG10010135457.2	110
FCF1	4747
YLPM1	14935
PROX2	4826
RP11-316E14.2	571
DLST	4548
